Company,Product,Normalized Product,AccountID,AccountDescription,AccountType,Count,First Seen,Last Seen
SYNTH COMPANY 031 SRL,SYNTH PACKAGING 00636,synth packaging 00636,4427,TVA COLECTATA,Pasiv,19,2024-06-14,2026-05-22
SYNTH COMPANY 031 SRL,SYNTH MAINTENANCE 00990,synth maintenance 00990,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,1,2025-06-26,2025-06-26
SYNTH COMPANY 031 SRL,SYNTH OFFICE 00884,synth office 00884,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,1,2025-06-28,2025-06-28
SYNTH COMPANY 031 SRL,SYNTH UTILITY 00842,synth utility 00842,4427,TVA COLECTATA,Pasiv,1,2024-07-31,2024-07-31
SYNTH COMPANY 031 SRL,SYNTH OFFICE 00356,synth office 00356,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,10,2024-06-14,2026-06-07
SYNTH COMPANY 031 SRL,SYNTH SERVICE 00650,synth service 00650,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,6,2024-07-31,2026-01-16
SYNTH COMPANY 031 SRL,SYNTH UTILITY 01053,synth utility 01053,411,CLIENTI,Activ,3,2024-06-14,2025-08-01
SYNTH COMPANY 031 SRL,SYNTH FUEL 00470,synth fuel 00470,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,1,2025-05-07,2025-05-07
SYNTH COMPANY 031 SRL,SYNTH SERVICE 00454,synth service 00454,4427,TVA COLECTATA,Pasiv,1,2026-02-09,2026-02-09
SYNTH COMPANY 031 SRL,SYNTH OFFICE 00499,synth office 00499,704,VEN. DIN SERVICII PRESTATE,Pasiv,2,2024-08-26,2025-10-23
SYNTH COMPANY 031 SRL,SYNTH FUEL 00722,synth fuel 00722,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,1,2025-06-23,2025-06-23
SYNTH COMPANY 031 SRL,SYNTH TRANSPORT 00530,synth transport 00530,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,1,2026-01-02,2026-01-02
SYNTH COMPANY 031 SRL,SYNTH PACKAGING 00486,synth packaging 00486,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,1,2024-11-10,2024-11-10
SYNTH COMPANY 032 SRL,SYNTH OFFICE 00073,synth office 00073,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,21,2024-07-21,2026-01-04
SYNTH COMPANY 032 SRL,SYNTH PACKAGING 00554,synth packaging 00554,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,4,2024-10-02,2026-01-11
SYNTH COMPANY 032 SRL,SYNTH TRANSPORT 00038,synth transport 00038,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,3,2024-10-02,2025-06-28
SYNTH COMPANY 032 SRL,SYNTH MAINTENANCE 00257,synth maintenance 00257,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,8,2024-10-21,2026-01-30
SYNTH COMPANY 032 SRL,SYNTH FUEL 00908,synth fuel 00908,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,1,2026-01-30,2026-01-30
SYNTH COMPANY 032 SRL,SYNTH FUEL 00732,synth fuel 00732,605,CHELT. CU ENERGIA SI APA,Cheltuieli,3,2024-07-21,2026-02-20
SYNTH COMPANY 032 SRL,SYNTH UTILITY 00845,synth utility 00845,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,1,2024-07-21,2024-07-21
SYNTH COMPANY 032 SRL,SYNTH MAINTENANCE 00328,synth maintenance 00328,371,MARFURI,Activ,5,2024-10-30,2026-06-23
SYNTH COMPANY 032 SRL,SYNTH OFFICE 00467,synth office 00467,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,2,2025-06-28,2026-01-04
SYNTH COMPANY 032 SRL,SYNTH OFFICE 00880,synth office 00880,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,3,2024-08-05,2026-06-23
SYNTH COMPANY 032 SRL,SYNTH OFFICE 00877,synth office 00877,371,MARFURI,Activ,1,2025-04-28,2025-04-28
SYNTH COMPANY 032 SRL,SYNTH UTILITY 00469,synth utility 00469,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,2,2024-09-29,2026-01-04
SYNTH COMPANY 032 SRL,SYNTH PACKAGING 00221,synth packaging 00221,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,2,2025-03-06,2025-12-06
SYNTH COMPANY 032 SRL,SYNTH OFFICE 00617,synth office 00617,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,2,2025-07-04,2025-07-04
SYNTH COMPANY 032 SRL,SYNTH MAINTENANCE 00676,synth maintenance 00676,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,2,2024-10-13,2024-10-30
SYNTH COMPANY 032 SRL,SYNTH SERVICE 00266,synth service 00266,411,CLIENTI,Activ,2,2024-10-21,2024-10-21
SYNTH COMPANY 032 SRL,SYNTH TRANSPORT 01070,synth transport 01070,401,FURNIZORI,Pasiv,1,2025-02-02,2025-02-02
SYNTH COMPANY 033 SRL,SYNTH MISC 00393,synth misc 00393,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,7,2024-08-08,2026-05-12
SYNTH COMPANY 033 SRL,SYNTH RAW MATERIAL 00672,synth raw material 00672,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,3,2024-08-08,2026-06-13
SYNTH COMPANY 033 SRL,SYNTH OFFICE 00475,synth office 00475,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,4,2024-08-08,2026-03-07
SYNTH COMPANY 033 SRL,SYNTH MAINTENANCE 00686,synth maintenance 00686,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,2,2025-03-30,2026-05-12
SYNTH COMPANY 033 SRL,SYNTH PACKAGING 00636,synth packaging 00636,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,2,2025-09-22,2025-09-22
SYNTH COMPANY 033 SRL,SYNTH PACKAGING 00858,synth packaging 00858,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,2,2025-09-22,2025-09-22
SYNTH COMPANY 033 SRL,SYNTH UTILITY 00921,synth utility 00921,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,1,2024-12-17,2024-12-17
SYNTH COMPANY 033 SRL,SYNTH FUEL 01031,synth fuel 01031,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2025-10-05,2025-10-05
SYNTH COMPANY 033 SRL,SYNTH RETAIL 00588,synth retail 00588,607,CHELT. PRIVIND MARFURILE,Cheltuieli,1,2026-05-12,2026-05-12
SYNTH COMPANY 033 SRL,SYNTH PACKAGING 00235,synth packaging 00235,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,3,2026-05-12,2026-05-12
SYNTH COMPANY 034 SRL,SYNTH UTILITY 01193,synth utility 01193,4427,TVA COLECTATA,Pasiv,1,2024-06-23,2024-06-23
SYNTH COMPANY 034 SRL,SYNTH RETAIL 00280,synth retail 00280,4427,TVA COLECTATA,Pasiv,6,2024-06-23,2024-11-18
SYNTH COMPANY 034 SRL,SYNTH RAW MATERIAL 00458,synth raw material 00458,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,3,2024-10-05,2024-11-18
SYNTH COMPANY 034 SRL,SYNTH RAW MATERIAL 00195,synth raw material 00195,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,2,2024-10-05,2024-11-18
SYNTH COMPANY 034 SRL,SYNTH PACKAGING 00235,synth packaging 00235,401,FURNIZORI,Pasiv,1,2026-05-18,2026-05-18
SYNTH COMPANY 034 SRL,SYNTH TRANSPORT 00754,synth transport 00754,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2024-08-05,2024-08-05
SYNTH COMPANY 034 SRL,SYNTH SERVICE 00497,synth service 00497,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,2,2024-10-14,2025-10-26
SYNTH COMPANY 034 SRL,SYNTH MISC 00404,synth misc 00404,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,2,2024-09-23,2024-09-23
SYNTH COMPANY 034 SRL,SYNTH UTILITY 00878,synth utility 00878,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,1,2024-09-23,2024-09-23
SYNTH COMPANY 034 SRL,SYNTH MAINTENANCE 00049,synth maintenance 00049,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,1,2024-09-23,2024-09-23
SYNTH COMPANY 034 SRL,SYNTH UTILITY 00469,synth utility 00469,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,1,2024-09-23,2024-09-23
SYNTH COMPANY 034 SRL,SYNTH FUEL 00330,synth fuel 00330,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2025-10-26,2025-10-26
SYNTH COMPANY 034 SRL,SYNTH FUEL 01033,synth fuel 01033,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,1,2024-11-12,2024-11-12
SYNTH COMPANY 034 SRL,SYNTH PACKAGING 01146,synth packaging 01146,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,1,2024-10-05,2024-10-05
SYNTH COMPANY 034 SRL,SYNTH SERVICE 00787,synth service 00787,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,1,2024-10-05,2024-10-05
SYNTH COMPANY 034 SRL,SYNTH RETAIL 01020,synth retail 01020,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,1,2024-07-17,2024-07-17
SYNTH COMPANY 034 SRL,SYNTH TRANSPORT 00704,synth transport 00704,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,1,2024-07-17,2024-07-17
SYNTH COMPANY 034 SRL,SYNTH PACKAGING 00978,synth packaging 00978,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,1,2024-07-17,2024-07-17
SYNTH COMPANY 034 SRL,SYNTH SERVICE 00306,synth service 00306,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,1,2024-07-17,2024-07-17
SYNTH COMPANY 034 SRL,SYNTH RAW MATERIAL 00494,synth raw material 00494,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,1,2024-07-17,2024-07-17
SYNTH COMPANY 035 SRL,SYNTH UTILITY 00712,synth utility 00712,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,13,2024-06-12,2026-04-06
SYNTH COMPANY 035 SRL,SYNTH PACKAGING 00001,synth packaging 00001,601,CHELT. CU MATERIILE PRIME,Cheltuieli,5,2024-06-12,2026-05-16
SYNTH COMPANY 035 SRL,SYNTH OFFICE 01054,synth office 01054,601,CHELT. CU MATERIILE PRIME,Cheltuieli,11,2024-08-02,2026-05-16
SYNTH COMPANY 035 SRL,SYNTH PACKAGING 00044,synth packaging 00044,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,3,2025-05-28,2026-01-13
SYNTH COMPANY 035 SRL,SYNTH RAW MATERIAL 00110,synth raw material 00110,401,FURNIZORI,Pasiv,4,2024-06-12,2025-08-23
SYNTH COMPANY 035 SRL,SYNTH SERVICE 01095,synth service 01095,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,4,2025-05-28,2026-06-15
SYNTH COMPANY 035 SRL,SYNTH SERVICE 00653,synth service 00653,401,FURNIZORI,Pasiv,2,2024-07-14,2025-05-28
SYNTH COMPANY 035 SRL,SYNTH PACKAGING 00986,synth packaging 00986,601,CHELT. CU MATERIILE PRIME,Cheltuieli,2,2025-05-28,2025-07-19
SYNTH COMPANY 035 SRL,SYNTH MAINTENANCE 01110,synth maintenance 01110,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,2,2025-03-28,2025-08-23
SYNTH COMPANY 035 SRL,SYNTH MAINTENANCE 01107,synth maintenance 01107,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,12,2024-07-17,2025-05-02
SYNTH COMPANY 035 SRL,SYNTH TRANSPORT 00149,synth transport 00149,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,2,2025-02-03,2025-07-19
SYNTH COMPANY 035 SRL,SYNTH OFFICE 00574,synth office 00574,605,CHELT. CU ENERGIA SI APA,Cheltuieli,6,2024-07-14,2025-08-22
SYNTH COMPANY 035 SRL,SYNTH OFFICE 01058,synth office 01058,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2025-02-03,2025-02-03
SYNTH COMPANY 035 SRL,SYNTH SERVICE 00153,synth service 00153,4427,TVA COLECTATA,Pasiv,2,2024-07-17,2024-11-25
SYNTH COMPANY 035 SRL,SYNTH UTILITY 01067,synth utility 01067,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2024-07-17,2024-07-17
SYNTH COMPANY 035 SRL,SYNTH OFFICE 00581,synth office 00581,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,1,2024-08-02,2024-08-02
SYNTH COMPANY 035 SRL,SYNTH TRANSPORT 00637,synth transport 00637,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2024-06-12,2024-06-12
SYNTH COMPANY 035 SRL,SYNTH OFFICE 00927,synth office 00927,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,1,2026-06-15,2026-06-15
SYNTH COMPANY 035 SRL,SYNTH MISC 00953,synth misc 00953,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,1,2025-04-22,2025-04-22
SYNTH COMPANY 035 SRL,SYNTH MAINTENANCE 00983,synth maintenance 00983,411,CLIENTI,Activ,1,2025-04-22,2025-04-22
SYNTH COMPANY 035 SRL,SYNTH RETAIL 00170,synth retail 00170,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,1,2025-08-22,2025-08-22
SYNTH COMPANY 035 SRL,SYNTH MAINTENANCE 00049,synth maintenance 00049,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,1,2025-11-10,2025-11-10
SYNTH COMPANY 035 SRL,SYNTH PACKAGING 00556,synth packaging 00556,607,CHELT. PRIVIND MARFURILE,Cheltuieli,1,2024-08-05,2024-08-05
SYNTH COMPANY 036 SRL,SYNTH PACKAGING 00689,synth packaging 00689,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,31,2024-06-08,2026-06-16
SYNTH COMPANY 036 SRL,SYNTH RAW MATERIAL 00105,synth raw material 00105,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,4,2024-10-25,2025-11-24
SYNTH COMPANY 036 SRL,SYNTH OFFICE 00320,synth office 00320,601,CHELT. CU MATERIILE PRIME,Cheltuieli,12,2024-07-06,2026-03-12
SYNTH COMPANY 036 SRL,SYNTH UTILITY 00943,synth utility 00943,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,18,2024-07-05,2026-04-17
SYNTH COMPANY 036 SRL,SYNTH OFFICE 00581,synth office 00581,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,6,2024-10-13,2026-03-29
SYNTH COMPANY 036 SRL,SYNTH UTILITY 00641,synth utility 00641,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,6,2024-08-09,2025-08-24
SYNTH COMPANY 036 SRL,SYNTH SERVICE 00987,synth service 00987,371,MARFURI,Activ,1,2025-02-20,2025-02-20
SYNTH COMPANY 036 SRL,SYNTH SERVICE 00452,synth service 00452,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,17,2024-06-22,2026-03-29
SYNTH COMPANY 036 SRL,SYNTH UTILITY 00823,synth utility 00823,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,2,2025-02-20,2026-03-29
SYNTH COMPANY 036 SRL,SYNTH FUEL 00999,synth fuel 00999,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,3,2025-04-21,2025-11-06
SYNTH COMPANY 036 SRL,SYNTH UTILITY 01076,synth utility 01076,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2025-04-21,2025-04-21
SYNTH COMPANY 036 SRL,SYNTH OFFICE 01056,synth office 01056,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,2,2024-08-09,2025-04-21
SYNTH COMPANY 036 SRL,SYNTH MISC 00857,synth misc 00857,4427,TVA COLECTATA,Pasiv,13,2024-07-11,2026-05-31
SYNTH COMPANY 036 SRL,SYNTH RAW MATERIAL 00104,synth raw material 00104,4427,TVA COLECTATA,Pasiv,8,2024-08-27,2026-05-31
SYNTH COMPANY 036 SRL,SYNTH MAINTENANCE 00983,synth maintenance 00983,704,VEN. DIN SERVICII PRESTATE,Pasiv,4,2025-01-13,2026-04-18
SYNTH COMPANY 036 SRL,SYNTH MAINTENANCE 00507,synth maintenance 00507,704,VEN. DIN SERVICII PRESTATE,Pasiv,24,2024-07-11,2026-05-31
SYNTH COMPANY 036 SRL,SYNTH OFFICE 01058,synth office 01058,605,CHELT. CU ENERGIA SI APA,Cheltuieli,2,2025-06-18,2026-03-12
SYNTH COMPANY 036 SRL,SYNTH FUEL 00047,synth fuel 00047,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,8,2024-07-06,2026-03-29
SYNTH COMPANY 036 SRL,SYNTH FUEL 00470,synth fuel 00470,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2025-02-10,2025-02-10
SYNTH COMPANY 036 SRL,SYNTH SERVICE 00222,synth service 00222,411,CLIENTI,Activ,4,2025-01-13,2025-06-05
SYNTH COMPANY 036 SRL,SYNTH FUEL 00733,synth fuel 00733,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2024-08-22,2024-08-22
SYNTH COMPANY 036 SRL,SYNTH PACKAGING 00348,synth packaging 00348,4427,TVA COLECTATA,Pasiv,2,2025-09-20,2026-05-05
SYNTH COMPANY 036 SRL,SYNTH PACKAGING 00348,synth packaging 00348,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,5,2025-01-13,2026-05-31
SYNTH COMPANY 036 SRL,SYNTH PACKAGING 00554,synth packaging 00554,371,MARFURI,Activ,2,2025-03-13,2026-06-16
SYNTH COMPANY 036 SRL,SYNTH MAINTENANCE 00082,synth maintenance 00082,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,2,2024-07-06,2026-02-06
SYNTH COMPANY 037 SRL,SYNTH RETAIL 00493,synth retail 00493,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,29,2024-06-06,2026-03-28
SYNTH COMPANY 037 SRL,SYNTH RETAIL 00838,synth retail 00838,4426,TVA DEDUCTIBILA,Activ,3,2024-09-14,2025-11-03
SYNTH COMPANY 037 SRL,SYNTH OFFICE 00581,synth office 00581,605,CHELT. CU ENERGIA SI APA,Cheltuieli,4,2025-01-24,2026-06-27
SYNTH COMPANY 037 SRL,SYNTH PACKAGING 00858,synth packaging 00858,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,7,2025-03-20,2026-04-22
SYNTH COMPANY 037 SRL,SYNTH RAW MATERIAL 00286,synth raw material 00286,411,CLIENTI,Activ,3,2025-03-20,2025-09-23
SYNTH COMPANY 037 SRL,SYNTH TRANSPORT 00285,synth transport 00285,704,VEN. DIN SERVICII PRESTATE,Pasiv,2,2025-03-20,2025-09-23
SYNTH COMPANY 037 SRL,SYNTH SERVICE 00142,synth service 00142,601,CHELT. CU MATERIILE PRIME,Cheltuieli,2,2024-06-06,2025-05-22
SYNTH COMPANY 037 SRL,SYNTH RETAIL 00322,synth retail 00322,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,2,2024-08-22,2026-03-28
SYNTH COMPANY 037 SRL,SYNTH TRANSPORT 01057,synth transport 01057,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,5,2024-08-22,2026-03-12
SYNTH COMPANY 037 SRL,SYNTH PACKAGING 00522,synth packaging 00522,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2024-08-22,2024-08-22
SYNTH COMPANY 037 SRL,SYNTH TRANSPORT 00516,synth transport 00516,605,CHELT. CU ENERGIA SI APA,Cheltuieli,6,2024-06-08,2026-06-27
SYNTH COMPANY 037 SRL,SYNTH OFFICE 00308,synth office 00308,605,CHELT. CU ENERGIA SI APA,Cheltuieli,3,2025-11-03,2026-06-27
SYNTH COMPANY 037 SRL,SYNTH TRANSPORT 00199,synth transport 00199,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,1,2025-09-23,2025-09-23
SYNTH COMPANY 037 SRL,SYNTH UTILITY 01016,synth utility 01016,605,CHELT. CU ENERGIA SI APA,Cheltuieli,4,2024-11-03,2026-03-12
SYNTH COMPANY 037 SRL,SYNTH MAINTENANCE 00093,synth maintenance 00093,401,FURNIZORI,Pasiv,1,2025-01-07,2025-01-07
SYNTH COMPANY 037 SRL,SYNTH TRANSPORT 01132,synth transport 01132,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,1,2025-11-03,2025-11-03
SYNTH COMPANY 037 SRL,SYNTH MISC 00242,synth misc 00242,371,MARFURI,Activ,1,2026-04-05,2026-04-05
SYNTH COMPANY 037 SRL,SYNTH RETAIL 00164,synth retail 00164,4427,TVA COLECTATA,Pasiv,4,2025-05-09,2026-04-22
SYNTH COMPANY 037 SRL,SYNTH MISC 00730,synth misc 00730,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2026-04-22,2026-04-22
SYNTH COMPANY 037 SRL,SYNTH RAW MATERIAL 00873,synth raw material 00873,411,CLIENTI,Activ,1,2026-04-08,2026-04-08
SYNTH COMPANY 037 SRL,SYNTH FUEL 00139,synth fuel 00139,704,VEN. DIN SERVICII PRESTATE,Pasiv,2,2025-05-09,2025-05-09
SYNTH COMPANY 037 SRL,SYNTH PACKAGING 00178,synth packaging 00178,401,FURNIZORI,Pasiv,2,2024-06-21,2026-03-01
SYNTH COMPANY 037 SRL,SYNTH UTILITY 00083,synth utility 00083,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2026-03-12,2026-03-12
SYNTH COMPANY 038 SRL,SYNTH OFFICE 01014,synth office 01014,411,CLIENTI,Activ,2,2024-10-22,2025-12-21
SYNTH COMPANY 038 SRL,SYNTH RAW MATERIAL 00025,synth raw material 00025,704,VEN. DIN SERVICII PRESTATE,Pasiv,3,2024-10-22,2025-12-21
SYNTH COMPANY 038 SRL,SYNTH RETAIL 00940,synth retail 00940,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,10,2024-10-14,2026-05-04
SYNTH COMPANY 038 SRL,SYNTH PACKAGING 00501,synth packaging 00501,411,CLIENTI,Activ,2,2024-09-06,2025-12-04
SYNTH COMPANY 038 SRL,SYNTH SERVICE 00358,synth service 00358,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2026-05-08,2026-05-08
SYNTH COMPANY 038 SRL,SYNTH OFFICE 00894,synth office 00894,4427,TVA COLECTATA,Pasiv,2,2025-12-21,2026-05-08
SYNTH COMPANY 038 SRL,SYNTH RETAIL 00519,synth retail 00519,601,CHELT. CU MATERIILE PRIME,Cheltuieli,5,2024-12-11,2026-05-04
SYNTH COMPANY 038 SRL,SYNTH PACKAGING 00483,synth packaging 00483,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,1,2024-12-11,2024-12-11
SYNTH COMPANY 038 SRL,SYNTH OFFICE 00624,synth office 00624,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2024-12-11,2024-12-11
SYNTH COMPANY 038 SRL,SYNTH RAW MATERIAL 01005,synth raw material 01005,371,MARFURI,Activ,2,2025-08-14,2026-05-04
SYNTH COMPANY 038 SRL,SYNTH RAW MATERIAL 00216,synth raw material 00216,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,2,2024-10-14,2025-08-14
SYNTH COMPANY 038 SRL,SYNTH FUEL 00465,synth fuel 00465,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,5,2024-11-30,2026-05-04
SYNTH COMPANY 038 SRL,SYNTH RAW MATERIAL 00923,synth raw material 00923,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,1,2025-12-04,2025-12-04
SYNTH COMPANY 038 SRL,SYNTH MAINTENANCE 00141,synth maintenance 00141,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,2,2024-10-19,2026-03-20
SYNTH COMPANY 038 SRL,SYNTH SERVICE 00714,synth service 00714,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,1,2024-10-14,2024-10-14
SYNTH COMPANY 039 SRL,SYNTH PACKAGING 00628,synth packaging 00628,4427,TVA COLECTATA,Pasiv,3,2024-06-27,2026-03-10
SYNTH COMPANY 039 SRL,SYNTH MAINTENANCE 00086,synth maintenance 00086,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,48,2024-06-06,2026-02-05
SYNTH COMPANY 039 SRL,SYNTH UTILITY 01185,synth utility 01185,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,1,2025-06-04,2025-06-04
SYNTH COMPANY 039 SRL,SYNTH TRANSPORT 01009,synth transport 01009,607,CHELT. PRIVIND MARFURILE,Cheltuieli,7,2024-09-05,2026-02-08
SYNTH COMPANY 039 SRL,SYNTH MAINTENANCE 01121,synth maintenance 01121,601,CHELT. CU MATERIILE PRIME,Cheltuieli,10,2024-07-29,2026-02-23
SYNTH COMPANY 039 SRL,SYNTH SERVICE 00055,synth service 00055,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,12,2024-08-11,2026-03-10
SYNTH COMPANY 039 SRL,SYNTH UTILITY 00008,synth utility 00008,704,VEN. DIN SERVICII PRESTATE,Pasiv,5,2024-08-11,2026-03-10
SYNTH COMPANY 039 SRL,SYNTH MAINTENANCE 00065,synth maintenance 00065,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,10,2024-06-06,2026-02-08
SYNTH COMPANY 039 SRL,SYNTH SERVICE 00002,synth service 00002,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,5,2024-06-06,2026-02-08
SYNTH COMPANY 039 SRL,SYNTH OFFICE 00209,synth office 00209,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,3,2024-12-13,2026-02-05
SYNTH COMPANY 039 SRL,SYNTH FUEL 01183,synth fuel 01183,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,2,2025-07-08,2026-01-17
SYNTH COMPANY 039 SRL,SYNTH RAW MATERIAL 00424,synth raw material 00424,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,2,2024-07-29,2025-01-19
SYNTH COMPANY 039 SRL,SYNTH RAW MATERIAL 01100,synth raw material 01100,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,3,2024-11-11,2025-05-25
SYNTH COMPANY 039 SRL,SYNTH PACKAGING 00790,synth packaging 00790,401,FURNIZORI,Pasiv,8,2024-07-29,2026-02-08
SYNTH COMPANY 039 SRL,SYNTH TRANSPORT 00199,synth transport 00199,411,CLIENTI,Activ,2,2024-10-12,2025-04-30
SYNTH COMPANY 039 SRL,SYNTH SERVICE 00454,synth service 00454,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,2,2024-10-12,2026-05-08
SYNTH COMPANY 039 SRL,SYNTH OFFICE 00690,synth office 00690,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,1,2025-10-07,2025-10-07
